tweet,probability,Classification,True_class
martina navratilova serenawilliams got wrong via always really liked respected martina voice reason,0.6320658029235102,NOT,NOT
bodyguard far fetched alive impossible think budd worse enemy signs split personality uncertain today episode place,0.7123964392481197,NOT,NOT
bookreviewer meet ronaldo second year student reindeer flying academy way breaking speed record flying contest stumbles upon mystery perplexes thoughts thanks tus mglit,0.8565073948832712,NOT,NOT
backto onevoice swomen sbornwomen took six years pensions agree need pensions back,0.7633192523886303,NOT,NOT
maine need face facts doesnt really represent anymore playing game says undecided kavanaugh know going vote confirm time dump susan collins,0.6124196638871648,NOT,NOT
twitter stop right head twitch listen amazing friend grendy plays hatofulboyfriend voiceactor making supportsmallstreamers,0.6549745088677787,NOT,OFF
biggbosstelugu many kaushalarmy cum fans,0.514451449411857,NOT,NOT
conservatives tells philip hammond slash taxes rich corporations regulations less workers environmental protection deal brexit tory brexitshambles smallstate via,0.8591734070754523,NOT,NOT
yehundinonkibaathai naina talks educating girl making responsible also make play sports bang girl ps shoe jealous face though burning,0.6120920750136372,NOT,NOT
daysofsoloharry glad fan someone whos trying change world kind people ally stands womens rights donates different causes stands gun control someone whos successful still continues humble,0.7011802097191395,NOT,NOT
castingcallshow fantastic first think going like finalists shows ended loving ultimately voted amazing business opportunity anna ladd funny really want hear ,0.7409312005006179,NOT,NOT
brexitshambles thursdaythoughts eu news lets avoid future bordercontrol queues givepeasachance,0.8125992616246931,NOT,NOT
democrats yet hear one righteous democrats attack insist ellison resign accused assault heard call cory spartacus booker resign admitted sexual assault stink liberals,0.6971316523636536,NOT,NOT
obasrants band dont covers missing good quality audience engagement look link ,0.6720576126084645,NOT,NOT
lisaxmichaelkors sooo talented love hr much,0.8379379006450274,NOT,NOT
hurricaneflorence good sporting pinhole eye strengthening,0.7823093359805244,NOT,OFF
son knockin fuckin park,0.6650884992796824,NOT,OFF
okay anybody go eredivise score goals shit league bundesliga teams competitive euro competitions mexico hasnt produced talent like pulisic long time okay maybe guys one day,0.6482944618306996,NOT,OFF
kalyani stupid teenager totally despise atrocities towards aunty anupriya blames moms death stop listen anupriya side story makes vile accusation tujhsehairaabta zeetvserials,0.6354598021140151,NOT,OFF
kalyani stupid teenager totally despise atrocities towards aunty anupriya blames moms death stop listen anupriya side story makes vile accusation tujhsehairaabta zeetvserials,0.6354598021140151,NOT,NOT
 seems terrorist attack probably antifa still id look wants get strawberries market completing form,0.6765198625959696,NOT,OFF
christian america go trumps example liberals support open borders guess conservatives support school shootings please explain makes america great ,0.6524397597087941,NOT,OFF
 disingenuous person senate senator would hide shame despicable behavior scotus hearings,0.5046356377329004,NOT,OFF
democrats liberals threatened armed nazis talk disarmament disconnection military lifestyle broadcast armory killskills rightfuckingnow,0.6551662056504934,NOT,OFF
 wanted tell hang think itll fun also lmao dick tongue people easily suck haha kidding aside aint want tongue dick looks hella weird choice weird whatever,0.5905495232190581,NOT,NOT
parikshitsolutions security incidents rarely emerge fully formed flashing lights alert see youre prepared testing skills following scenario,0.7196058804123854,NOT,NOT
nbc msnbc held accountable inflammatory remakes calling leftist fight,0.7923385743402744,NOT,NOT
 proven fact gun control work look chicago worry others records let talk selling uranium russia million russia,0.6751899938660448,NOT,NOT
boycottlevistrauss levi strauss teams gun control group simply cannot stand silently,0.7460122918758241,NOT,NOT
analysis supporters people party canada would likely bristle called liberal beliefs fit classic definition pittis,0.7078386395060994,NOT,NOT
 definitely tad high puerto rico democrats provide proof providing names locations next kin shouldnt hard hope dont mind holding breath via,0.5668814121598229,NOT,NOT
pickett individual needs part team hes bit loner within family bowtruckles feels bit bullied attachment issues also incredibly agile great value teachers parents atypical,0.7610830077762749,NOT,OFF
avalanche sorry see love asshole know maga,0.7363943472775832,NOT,OFF
ff alien future,0.8688508881763136,NOT,NOT
creampuffs hollsteinforever quick reminder giveaway anyone attending clexaconlondon interested attending natasha improv workshop dm reply put draw free ticket entries close midnight gmt,0.6364929293607907,NOT,OFF
familiarwife jh omg crazy wj wait yes interested assistant manager cha bh guys look like good pair vo sit jh wj lets live life lets news collision hwy congestion jh woo jin,0.6541558315090881,NOT,NOT
broncos hc vance joseph phillip lindsay good football player running back,0.8688508881763136,NOT,NOT
celine swittins follback erza jullian openfolbackceline swittins,0.7769474623994759,NOT,NOT
restorehumanity antifa september stop fascist nvu amsterdam ht,0.7326091095965394,NOT,NOT
bronconation broncos broncosvsseahawks broncoscountry crue excited win enjoying cupcake go broncos,0.8688508881763136,NOT,OFF
thingsdarthvaderwouldneversay yup white mask privilege finest always trying keep black mask blacklivesmatter qanon antifa alexjones infowars starwars maytheforcebewithyou thirdshiftzombies podcast radio whitesupremacy,0.5025658377674405,NOT,NOT
 hair pink ,0.45322162496466745,OFF,OFF
 im saying cool feel type way speak fuck ,0.3671098421619615,OFF,OFF
cuckservative traitors worse fortnite players conservatives triggerwarningradio,0.8004298013848921,NOT,OFF
barbara boxer liberals want use rape political tactic better hard evidence word evidence called hearsay note could say cornered bathroom put hands years ago prove wrong,0.680524039644951,NOT,NOT
gun control stop kids people getting murdered guns chicago gun control decades multiple shootings every week,0.6003168835967468,NOT,NOT
selfcareseptember making difference,0.7730070009310257,NOT,NOT
fauxprogressives ive done corruptdemocrats years heres proof ocasio cortez endorses cuomo cuomo flips progressives via liberals corybooker ocasiocortez,0.6757014237921053,NOT,OFF
constitutionday odd alt right conservatives say ruining constitution want guncontrolnow ones ruining constitution getting upset foreigners coming land white wanting live,0.616993219709012,NOT,NOT
coercedintoxication staring favorite feeling effects feel vulnerable forcedintox coercedintox femdom findom,0.8614929543206647,NOT,NOT
andrewscheer wants support canadiancoalitionforfirearmsrights seeking weakened guncontrol cpc compromised canadians safety enough votes diluting controls many lives lost conservatives care cdnpoli via,0.64097807116839,NOT,NOT
 ready sit watch indakurate passcott play football,0.8688508881763136,NOT,NOT
eric stall well democrat cali worry fixing state instead trying muster sympathy liar prof hunt fox news see liberals fox balanced gives sides,0.6511873885846956,NOT,NOT
sukhduasamaj theprayinghands sc also added person surgically changes sex entitled changed sex cannot discriminated,0.6882621028571987,NOT,NOT
florence list hurricane florence feeds trump maga central va great summary impacts blacksburg national weather service severity goes overnight vawx,0.7140579222213771,NOT,NOT
 dicks,0.7769474623994759,NOT,OFF
liberallogic kavanaugh looks predatory therefore guilty liberals dangerous people govern anyone anything,0.49666141287235155,OFF,NOT
ishqbaaaz let join cast must shot scenes jiffy going vacay nothing groupbaazi shivika focus groupbaazi consists couples shivika scenes toh clip mein nehi thi,0.7081326828997105,NOT,NOT
children mixed genderstudies crap socialism yeah like see one coming mega mbga maga mcga conservatives patriots protectchildren,0.8346132199590862,NOT,NOT
lockthemallup strzok mccabe caught destroying evidence leaving fbi draintheswamp drainthedeepstate maga,0.7163774023092842,NOT,OFF
breaking greece molotov cocktails fly protest honouring killed antifa arti via,0.6790413433034327,NOT,OFF
orrinhatch cant believe sexist clueless old fart gets weigh another womans charges supreme court nominee spouting old nasty shit spewed years ago anita hill times good riddance neanderthal,0.6161304632464835,NOT,NOT
brettkavanaugh social issues one justice kennedy areas growing daylight conservatives example area administrative state incl epa,0.7059091228978074,NOT,NOT
chicago democratic party stronghold highly diverse population gun control laws large radical left establishment obamas continental usa base lived many years think horrified news,0.6894145572131827,NOT,NOT
nowplaying arise good william murphy chronicleschristianradio ccradioco,0.8688508881763136,NOT,NOT
 people disguised good guys wearing black concern bystanders shot fbi antifa vegas shooting,0.6482431150192043,NOT,OFF
part think hard come gabriel lizard themed glitter bombing antifa mech pilot using superhero powers take corrupt logging companies buff lesbian hearts uniform literally love,0.6982525661760492,NOT,NOT
saynotoshiasunnifight muslim muslim shia sunni,0.7521289679245063,NOT,NOT
anybody else wake tired put cologne toothbrush morning,0.6624273674609207,NOT,NOT
aiatraveltips always monitor luggage airport leave luggage unattended accept unopened packages tips travel explore aia aircraft airport caribbean destination travelling connect traveltheworld adventure adventures luggage,0.7590442907029045,NOT,NOT
always good day get new member site,0.8688508881763136,NOT,OFF
repost theleadersmindset hola leaders type ready ready follow steps set goals stay quiet smash shit clap damn,0.7857070474059826,NOT,NOT
antifa attacked cops arrested rally denver media blackout,0.5495729050938418,NOT,NOT
always bond dani minogue target pants,0.665281847607823,NOT,NOT
st century hit cha pussycat dolls feat busta rhymes,0.7821241508749096,NOT,NOT
realsmart answer step realsmart journey course offered ubc behalf real estate council bc correspondence registered set take realsmart course,0.8493658361524351,NOT,NOT
vt back first time since year pole win vermont updates ,0.8688508881763136,NOT,NOT
another one bite dust,0.6931193161503884,NOT,OFF
liberals democrats stand walkaway,0.5950392131111713,NOT,OFF
beeto demonstrated lose election texas maga rkba dvc,0.8688508881763136,NOT,OFF
 bitch thinking niggas money tf dont,0.4462536013520503,OFF,OFF
extremely back bullshit,0.8110295035896653,NOT,NOT
killshot easily shows ya rap god hail,0.5554160342320611,NOT,NOT
cnn analyst dems seeking another fbi investigation dont want politicians telling investigators sitroom thelead outfront ac npr pbsnews pbsnewshour tcot tlot maga sgp nyc boston baltimore cleveland chicago milwaukee,0.7019971864888461,NOT,NOT
democrat baldwin fundraises k street firm working pro bono gun control lobby walkaway via,0.6522750785142842,NOT,OFF
fucking years mytwitteranniversary,0.5429397222778092,NOT,OFF
dems disgusting believe women accuse conservatives abuse crimes liberals accused ignore accusations,0.5174860177641964,NOT,NOT
np id psa leaving commercial hearfdr,0.6464454182467216,NOT,NOT
crew eminence front put msm falls fake issue props political hacktivists experts tcot emoluments conservatives emolumentsclause law lawyer mediawatch fakenewsalert fakenews mediabias,0.7874923010886614,NOT,NOT
authorconfession day tree mc favorite tried ask lisette responded tree flowers know give straight answer usually difficult suspect teasing ,0.6021169737292789,NOT,NOT
nattyanplaying aozora train sish high,0.8074279355187133,NOT,OFF
christineblaseyford harassed members antifa radical arm democratic party funded george soros voteredtosaveamerica,0.698425104814405,NOT,NOT
antifa excellent idea,0.8363007339387017,NOT,NOT
iou project demonstrated quality whitepaper ico investor strongly recommend explore rate please ico crypto tokensale,0.8601870769435441,NOT,NOT
blocktwitterads twitter stops shadow banning conservatives,0.8345805997481881,NOT,NOT
kavanaughconfirmationhearings tuesdaythoughts women support kavenaugh fill hearing gallery pack full disruptive liberals cant get stand unison kavanaugh testifies solidarity cc,0.6688685410888353,NOT,NOT
 sure guys call authoritarian left include gun control groups left,0.7605726022947642,NOT,NOT
baekhyun exo x mlb f w,0.6523550336875678,NOT,OFF
cent calls joe budden bullshit instagram,0.7155534028769709,NOT,NOT
potus realdonaldtrump gop lpnational thedemocrats qanon blacklivesmatter antifa isis davos california foxnews cnn wsj nyse wakeupamerica maga mypatriotsupply need ,0.5806673413157128,NOT,NOT
naomiosaka folks usopen future adorable talented,0.820409698783812,NOT,NOT
city chicago democrat run strictest gun control nation white supremacists running office republicans via,0.5308914876543982,NOT,NOT
callthevotealready democrats game conservatives fight way life end game game sessions please job ashamed allowed happen pray like never ,0.7102553515942787,NOT,NOT
maga sounds fair,0.8688508881763136,NOT,NOT
jiyoonfact huge fan beyonce wants sing well sang boy predebut,0.5872919620197138,NOT,NOT
conservatives know everything rejected eu british people tory mp need step failed brexit domestic agenda maymustgo chuckchequers,0.8688508881763136,NOT,NOT
muskokalakes mayoralty candidate terry ledger says running mayoral campaign via social media say speaks volumes kind behind closed doors mayor plans say muskoka give us opinion,0.776031544575117,NOT,NOT
greatawakening qanon patriotsunited wwgwga areyouawake awake see clearly check video,0.7444080466636963,NOT,NOT
million buyout could easily go cable news thats path chooses good ,0.6475236576574199,NOT,OFF
bb actually question people want jc win angela way meaner says n word repeatly makes fun eating disorders sexually harasses houseguests much underdog win dont use excuse bb tangela,0.708951716259276,NOT,NOT
newvideo sex toys anyone,0.6411886365058076,NOT,NOT
bestwaytoawomansheart wake napping,0.8688508881763136,NOT,OFF
 surprised starts top karma bitch watch,0.5536262334656581,NOT,NOT
 sure send left antifa thugs,0.7853481132953335,NOT,NOT
notetomystalker n empire remember one thing may incumbent central govt india nature life ancestors parents lived true nature get trapping nature trapping time tell,0.6603299294795606,NOT,OFF
alright let get right god bc mother nature like fuck humans,0.6694863004836,NOT,NOT
farticus maybe,0.5852159551051095,NOT,OFF
hillary least angrydemocrats worldwarq wwgwga maga redtsunami americafirst walkaway truth,0.6378546552706295,NOT,NOT
codetrainqueens rachel joined codetrain helped organize codetrain app developer bootcamp trained front end developer currently community manager ardent advocate digital skills youth especially women keep shining rachel,0.7730661407942616,NOT,NOT
moviefightslive thinking know ,0.7255534786545907,NOT,NOT
boycottlevistrauss supporting leftist gun control orgs,0.7660420642513193,NOT,NOT
youaremyidol idols boi never change taught alot continue teach things help difficult little big things life thank bbs,0.7739385978647677,NOT,OFF
antifa recruiting designated terrorist organization,0.8042322677631042,NOT,OFF
hypocrites democratshateamerica liberalismisamentaldisorder everything liberals touch turns absolute shit,0.47886964019252976,OFF,NOT
nationaldayofencouragement twitterfamily youre amazing way ,0.8302400254529851,NOT,NOT
happyrmday bought pizza chocolates enough money cake plan make tradition buy pizza birthday loved ones even acquainted never meet still close person thank luv u,0.6632468930649341,NOT,NOT
republicans put wallin budget going loose pres trump followers u r support ,0.6470420302601155,NOT,NOT
liberals pushing gayagenda republicans pushing zionistagenda,0.6622763680506123,NOT,NOT
vaquitamarina savethevaquita less vaquitas left extinguishing please help voice l,0.7548438885028386,NOT,OFF
 said media money soros dip shit waters creating civil war,0.7845407594232784,NOT,NOT
liberals dept agriculture paid presenter shoot bio security video auspol lnp nswpol springst qldpol lnpmemes lnpwaste,0.7120212643271162,NOT,OFF
texas ted cruz campaign sending people solicitations disguised official looking county summons elderly residents confused notice appear skeezy,0.6039706122505042,NOT,NOT
success health show best way create exclusive online traffic economy never short qualified prospects sales ,0.8099764320199194,NOT,NOT
lemme guess gun control didnt anyone talk im canadian even know whyme,0.5987762017008065,NOT,NOT
 really care married black man clueless real problems black people facing america today,0.4123820869211594,OFF,OFF
tf saw shit,0.3309291386009805,OFF,NOT
fakenewsmedia enemyofthepeople want control minds controlling information get get stamendment may protect elitist propaganda legitimize make palatable engaged public,0.7015308766863471,NOT,OFF
anyone finds neta behavior funny fuck die,0.3792492290964561,OFF,OFF
goodmorningamerica tuesdaymotivation thankyou fathergod americanpeople begin see truth governmentcorruption mediacorruption noredaction declassifyfisa declassification completely obama hillaryclinton lies leakers liberals,0.4855290776203953,OFF,NOT
stopthebias redcensorship account suspended apparently promoting hate speech yet antifa terrorist organizations actively running since customer service refuses reply emails care explain makes sense,0.7087839300677746,NOT,NOT
bepannaah bepannaah hands bepannaah tops list adhiyal aditya trying convince ziddi zoya love giving us lots ,0.7442795798124429,NOT,OFF
 difference stated inane asinine comment solidified bring facts truth lies bullshit present single shred credible evidence support single thing said lies got,0.6812157002788832,NOT,OFF
damn felt shit loud lol,0.38066086413462974,OFF,NOT
myprotege k master teacher excited report proud owner supporter products made bravo usopen,0.6981610301221599,NOT,NOT
tsk stays drop foto han jisung dong please,0.657812701809025,NOT,NOT
years ago today taylor swift released smash hit love story quote tweet telling moment first heard song yearsoflovestory,0.6810186310862006,NOT,OFF
msnbc hardball bingo absolutely correct cannot bring president obama cant get president obama humiliated white house correspondents dinner guarantee definite driver hate president obama,0.6267701882078796,NOT,NOT
yes supposed believe kavanaugh seemed heavy drinker high school perfect memory everything mixed blame victim equivocating misrepresenting believed stopkavanaugh,0.6375134518239445,NOT,OFF
cnnisfakenews wonder ratings suck cnnisajoke fakenews maga,0.6995747527222063,NOT,NOT
liberals lying nothing new claim track meet emissions targets false auspol lnp nswpol springst qldpol wapol lnpmemes,0.6747652347943903,NOT,NOT
chefs need new pans find looking stock top brands beka chef mauviel woll chef restaurants,0.8688508881763136,NOT,NOT
boycottthenfl particularly ,0.7769474623994759,NOT,OFF
b album definitely worth fucking wait,0.4476325566346412,OFF,NOT
days bbc radio festival day decide tell us headline act isnt coming anymore thanks lot ive paid fortune see tonne acts shit interest ,0.7966795036162874,NOT,OFF
joescarborough vile excuse journalist criticizing trump yet refuses come clean death intern office stop talking everyone else start talking involvement loriklausutis,0.6196198856748227,NOT,NOT
 fans happy spreads love learned appreciate support lgbtq love never failed make happy love harry styles harry styles best,0.8688508881763136,NOT,OFF
aint nobody shit ask including ,0.31365364434409093,OFF,NOT
power lessons certain testimonies comes rest comes strength wicked removed major vacuum life whether aware attracting mockery september remember day,0.723837170859291,NOT,NOT
 long jamule,0.8608835119303322,NOT,NOT
missing imelda algiers last seen p sunday tall weighs pounds white hair unknown imelda wearing imelda diagnosed alzheimers disease westbend,0.5470374254835948,NOT,NOT
myuniqueheritage get irish dad side family since last name irish cause im proud irish,0.6881911204150686,NOT,NOT
travel movies unix fortune combined visit salisbury see sights wherever go old travel international spy find centre vast international conspiracy return home recall recall recall,0.6565513671739565,NOT,NOT
saveshadowhunters malecforever read mansikka latest cause awesome,0.7122528433253947,NOT,NOT
well spent panthers douch,0.6805471522968343,NOT,OFF
 dregs society labelingand dehumanizing conservatives suggest conservatives keep ammo dry guns loaded fascist liberal left think conservatives go quietly internment camps slaughtered streets need reality check,0.6484081609880492,NOT,NOT
sonntagsfrhstck deutschland hand drawn world teapots perfect addition breakfast table matter world ,0.8178612340345258,NOT,NOT
themanynotthefew need country recognises everyone society pick sod rest like austeritity working class people need rely rich got richer backs poor dont let tories carry ,0.7421802444910872,NOT,NOT
killary stricter gun control work looking chicago strictest gun control laws country seems problems shootings nearly everyday please explain ,0.6020056996617322,NOT,NOT
brexit dead eu states cooperate conservatives viable plan keep alive must new vote carry playing central role eu buried brexit,0.8688508881763136,NOT,OFF
feinstein cant say anything truthful loers liar,0.6069296359176277,NOT,NOT
boycottlevistrauss levi strauss took public stance second amendment singled pro customers read levi anti gun initiatives ,0.8581074149919286,NOT,OFF
lifeisbutepu sex anytime want single,0.6517205438614118,NOT,NOT
wfmmc talented team prestigious project excellent project promote big market projects wfmmc ico ekolong sripuptruzman,0.8622688302553776,NOT,NOT
celebrations germany germans yeah kind expected happen across western world securityfears maga mega mbga mcga conservatives patriots,0.8688508881763136,NOT,NOT
clinton monsanto bayer bigpharma roundup glyphosate gmos age progressives demand full transparency issues matter immigration gay marriage gun control hillary wrong side,0.63801237472075,NOT,NOT
sheriff wayne ivey cspoa yes seems well,0.7786597730680056,NOT,NOT
ccot one leading conservative hashtags get tweet read add ccot christian conservatives twitter christians conservatives libertarians evangelicals catholics charismatics nondenominatinal spiritfilled tlot tcot hannity teaparty maga trumptrain,0.7051682596870137,NOT,OFF
nigeria naija ja incompetent leader nigerias history atiku blasts buhari championnewsng via,0.7941330177577856,NOT,NOT
nowplaying death cab cutie tourist codes keys,0.42356146129594796,OFF,OFF
emmys well ex crackheads liberals democrats ,0.5144690580523443,NOT,NOT
conservatives outraged theyknownothing especially ,0.7221454103365704,NOT,NOT
 girl talented best friend ethan brought us together please notice talent please,0.8420324122341689,NOT,NOT
pm temp dew pt barometer inches rain wind mph hi pm low ,0.8575013783842604,NOT,NOT
conservatives vote vote vote take two friends polls midterms nov nocomplacency,0.7631641825403084,NOT,OFF
diversity works joining new group want part team islam hates every non muslim fail unicorns,0.7425007893061921,NOT,NOT
 set makes realize much taller reach kissss ,0.7244553910172666,NOT,NOT
 want shootings death listen aclu black lives matter antifa want public safety listen police professionals studying years ag jeff sessions,0.6746598640944761,NOT,OFF
 want kick twitterfuck ass,0.44351452974868033,OFF,NOT
menfesswglca dremiest dream come true ever ,0.754788126533165,NOT,OFF
faileddemfeinstein quit decades ago disgrace feinstein blames gop kavanaugh accuser stays mum admits say everything truthful,0.6610256186197501,NOT,NOT
cheeringthechutiyapa woman lol,0.44692228210940244,OFF,NOT
really gop even seen letter yet sham subtle banana pool table cant see difi throws hail mary th hour cry foul elast ford antifa coming burn house dems going hard,0.6859889694204272,NOT,OFF
fascism also liberals antifa according meme,0.688193257959154,NOT,NOT
ripmacmiller loved,0.824968665315799,NOT,NOT
creagboy running around mcdonald urgently telling kids future,0.7723958571146389,NOT,NOT
englishpashto though pakhtoon english cute kid pashto da marra khasta bacha dey,0.6524687972381943,NOT,NOT
jpna vasay ahmed butt sohail sahab performance loved movie core st pmjg jpna humayun shaan fahad grace class pakistan cinema safe hands,0.8688508881763136,NOT,OFF
fuck,0.08741118154977179,OFF,NOT
 keep going back well charlottesville realize good people bad people sides antifa caused quite bit violence damage people watching people statues removed,0.661896950299687,NOT,NOT
cancers rising around world,0.8264137984529074,NOT,OFF
 grown ass woman probably years older currently spreading rumors rather talking nice work got satan,0.6218500733513472,NOT,NOT
someone knows dress rocking shoes well,0.6029082449670257,NOT,NOT
antifa philly keystone united exposed part robert melissa gaus,0.7552435688341289,NOT,OFF
conservatives dont care post propaganda,0.6713144198876542,NOT,OFF
idiots nothing beneath lol fools liberals maga kag,0.6410872723129106,NOT,NOT
 mosadi discern season wise builder team player full fire full holy spirit thanks dr chantal inspiring event thank ,0.8688508881763136,NOT,NOT
impeach maxine waters tide flows ways,0.556415109831004,NOT,NOT
piperthepup sends love everyone might affected unwelcome hurricaneflorence week looking forward trying least crust gets delaware,0.6787575821343648,NOT,NOT
disarmthem antifa good luck sweethearts,0.6792711778729084,NOT,NOT
agjeffsessions listen aclu antifa black lives matter want chicago shootings ashallnotbeinfringed thank via,0.5020038057251688,NOT,NOT
 democrats give vocal minority become socialists think think shock see confused party official rhetoric odds hey see experience antifa thugs true violence,0.6562326766232716,NOT,OFF
 kindest explanation tone deaf hard feel kind ilk repeatedly,0.6789565370316798,NOT,OFF
amazonpets etta tricky photograph colouring beautiful knows charge first dibs treats shout attention whenever comes house kills wild rabbits hangs hutch ,0.6328909950110841,NOT,NOT
germany happens try intimidate wrong guy maga,0.7515622674906759,NOT,OFF
sugardaddy retweet would like share memes talk dumb shit cuz baby im broke shit love rich,0.5459180464310325,NOT,NOT
sam sam resting adorable,0.8112126828308774,NOT,OFF
geoffreyowens niggas dont really understand levels career pursuits,0.536806862105589,NOT,NOT
fridaynightfun halloween events starting week course find events looking forward year obviously many ,0.8042819397302787,NOT,OFF
 death metal want death metal tell hateful keebler elf death metal,0.39563864854040187,OFF,NOT
saynotoshiasunnifight day judgment asked whether shia sunni asked deeds,0.6018346509684172,NOT,OFF
kavanaugh disciple anthony kennedy ed liberals w unconstitutional opinions trump con con conservatives ing scotus moving right smart everything get bk idiots tuesdaythoughts,0.6630201892267997,NOT,OFF
america tear wall tcot partisanship trump thewall borderwall liberty civilsociety think conservatives democrats progressives liberals independent libertarians gop dnc criticalthinking,0.6338525932966705,NOT,NOT
 makes times pulled th time posted pull repost eric holder gun control,0.6552069345226801,NOT,NOT
iphone gulp tech reporter josh mcconnell breaks features price points apples new line,0.6903988575982334,NOT,OFF
 dickhead probably yes,0.6504416054825348,NOT,NOT
trump maga elizabethsmart captors early release time mental hospital unfortunately nearly six years getting credit really bringing system much earlier,0.6973386748950361,NOT,NOT
spidermanps everything expected far gameplay fun suits gadgets pretty unique use feels like playin mixture batman arkham uncharted series spidey beats cant wait keep playing thx ,0.6110346804550202,NOT,NOT
conservatives cannot ride one votered voteamericafirst votedemsout americafirst,0.8457677317121732,NOT,NOT
conservatives joinukip voteukip ,0.7847428145640096,NOT,NOT
eeb battle id need backup lvl celeste omega,0.8550640382773309,NOT,NOT
conservatives value gender equality value way think things always quote bible support men dominion women many republicans justifying kavanaugh rape year old normal male behavior,0.5400008645972281,NOT,NOT
 worlds population live cities finding solutions help people move freely sustainably global priority electricscooters key role play climateaction airquality mobility read study,0.8142927222578042,NOT,NOT
 beyond famous lalisa manoban,0.6514526197058566,NOT,NOT
sukhduasamaj theprayinghands saint dr msg insan renamed eunuchs society respectable name e sukhdua samaj connected mainstream society providing equal opportunity education employment status third gender,0.7299902124166913,NOT,NOT
obvious quietly,0.7746568783522586,NOT,OFF
crtikal voice smef ass cheeks,0.39750357054235597,OFF,NOT
jiyoonfact huge fan beyonce wants sing well sang boy predebut,0.5872919620197138,NOT,NOT
investment leadership preparation thx sharing yr infrastructurereportcard guidance maga watch rust away,0.8681256715663319,NOT,NOT
colorado boy arrested cuffed dragged school wait metoo allegations feminist classmates teens feminism parenting kids ccot maga homeschool,0.5782661777100833,NOT,NOT
greatestthingsaboutthes liberals loved,0.6499521871392433,NOT,OFF
cause everyone knows real leader falls van like sack potatoes,0.6698653859594921,NOT,NOT
marketingtips listbuilding going show build private online traffic economy never short prospects sales ,0.7904291415235398,NOT,OFF
boycottnike campaign must continue grow paying overseas staff hour okay staff exploiting poor women men world americans stand,0.6485739976744561,NOT,NOT
conservatives poison everything touch tories conservative labour labourparty libdems ukip snp gop uk america canada europe politics ukpolitics cdnpoli pnpcbc auspol polcan socialchange eupol uspoli,0.8688508881763136,NOT,NOT
preach badcompany dont know shooting star dont know,0.5393370418235746,NOT,NOT
 somewhat know thats like best friends stopped talking gun control issue,0.6156969755875485,NOT,NOT
bb say lets flip gitls alliance jc tyler since thinks mastermind th ultimate blindside three girls final three kaycee win,0.7779158487588034,NOT,NOT
believe fat belly insulin resistant remedy without medicine fasting info ,0.7165654276611162,NOT,NOT
nowplaying march antifa sickboy shake hands clenched fist,0.5625395091106454,NOT,NOT
conservatives dwp secret benefit deaths reviews investigations deaths double two years crimesofdwp via,0.7972104858478448,NOT,NOT
emmyawards let liberals pat back pushing socialism making millions pretending real hard working people tv shows,0.6790305004317259,NOT,NOT
duckduckgo f google,0.7735490050843103,NOT,NOT
california pushing new gun control laws legal brief video via,0.7411677291891707,NOT,NOT
icymi reason fascists desperately trying find anti fascists tennessee want see including league south members organizing groups etc share widely,0.6741998642190323,NOT,NOT
art culture bojack horseman recap apology tour episodes bojack horseman taken social issues last season gun control episode stands shining example show always ability via,0.7630270040025283,NOT,NOT
 watch kavanaugh shenanigans unfold dc im reminded one simple truth people dont care us inclusive us dont care conservatives progressives people color otherwise christians women lgbtq none us thread,0.5329669426976348,NOT,NOT
charlottesvile speech trump given tcot cville conservatives charlottesvillekkk liberty gop,0.7136786576577479,NOT,NOT
conservatives left frustrated congress passes big spending bills tcot,0.8302652542891261,NOT,OFF
news jeff sessions want death listen aclu antifa black lives matter cnbc,0.5395287454625719,NOT,NOT
 better ,0.8479965323195156,NOT,NOT
happybdaypmmodi one may hate u agree hard working pm india ever witnessed,0.8397204125316244,NOT,NOT
robertpoeti wants explanation auditor general quebec conflicted amf investigation perhaps read follow trail evidence proves conflicted sad corruption nathaliegdrouin pennystocks,0.7573345228294703,NOT,NOT
rimmyantifa calling death bourgeoisie good man,0.514742920953251,NOT,OFF
david miliband davidmiliband flew away newyork us liberals democrats flee corbynists hatred jews,0.6118035509343682,NOT,OFF
anyway game sucks,0.6443819536485892,NOT,NOT
 take someone silence pride perhaps busy fighting self ali ibn abitalib r ,0.6632549550371656,NOT,NOT
nintendo animalcrossing smashbrosultimate little late adorable love isabelle,0.8688508881763136,NOT,NOT
nowplaying kierra kiki sheard ,0.7769474623994759,NOT,OFF
ibelieveblaseyford liar fat ugly libreal snowflake sold get cash dems iran spoke johnkerryiranmeeting,0.5279751330263078,NOT,NOT
charitytuesday join us take disabled women age votetory rtoday,0.6901380622405067,NOT,NOT
maga dems using false allegation kavanaugh sexual assault bargaining chip release classified docs president trump,0.7111749048872976,NOT,NOT
 watching team insight president sure,0.8688508881763136,NOT,NOT
nfl long,0.8688508881763136,NOT,NOT
lidcf believe julieanna godard leader work many digitally driven industries leader established network creatives team influencing promoting businesses many young entrepreneurs well,0.7937366460512786,NOT,NOT
 art kag maga patriot alfa warior lion roaring wh super hero trump vote red viktorius warior ever defeating enemy w liars liberals politicians nwo congress us gov deep unity w djt gutsy gt intel ppl us,0.7161056117565227,NOT,OFF
conservatives represent canadians authoritarian scum cdnpoli onpoli,0.7353945303164708,NOT,OFF
ford attorney says receiving death threats move family safety proof democrats antifa promote circus,0.6403550105096014,NOT,NOT
