tweet,probability,Classification,True_class
martina navratilova serenawilliams got wrong via always really liked respected martina voice reason,0.6279297423740593,NOT,NOT
bodyguard far fetched alive impossible think budd worse enemy signs split personality uncertain today episode place,0.769835286854747,NOT,NOT
bookreviewer meet ronaldo second year student reindeer flying academy way breaking speed record flying contest stumbles upon mystery perplexes thoughts thanks tus mglit,0.8351546262241647,NOT,NOT
backto onevoice swomen sbornwomen took six years pensions agree need pensions back,0.832312300962099,NOT,NOT
maine need face facts doesnt really represent anymore playing game says undecided kavanaugh know going vote confirm time dump susan collins,0.7179282296670686,NOT,NOT
twitter stop right head twitch listen amazing friend grendy plays hatofulboyfriend voiceactor making supportsmallstreamers,0.713668421569126,NOT,OFF
biggbosstelugu many kaushalarmy cum fans,0.5795338271147379,NOT,NOT
conservatives tells philip hammond slash taxes rich corporations regulations less workers environmental protection deal brexit tory brexitshambles smallstate via,0.9144129222755042,NOT,NOT
yehundinonkibaathai naina talks educating girl making responsible also make play sports bang girl ps shoe jealous face though burning,0.6776266148469019,NOT,NOT
daysofsoloharry glad fan someone whos trying change world kind people ally stands womens rights donates different causes stands gun control someone whos successful still continues humble,0.6671264222046076,NOT,NOT
castingcallshow fantastic first think going like finalists shows ended loving ultimately voted amazing business opportunity anna ladd funny really want hear ,0.6757534274931085,NOT,NOT
brexitshambles thursdaythoughts eu news lets avoid future bordercontrol queues givepeasachance,0.8510600261332186,NOT,NOT
democrats yet hear one righteous democrats attack insist ellison resign accused assault heard call cory spartacus booker resign admitted sexual assault stink liberals,0.6087789592532459,NOT,NOT
obasrants band dont covers missing good quality audience engagement look link ,0.6704482560086353,NOT,NOT
lisaxmichaelkors sooo talented love hr much,0.7192549153705583,NOT,NOT
hurricaneflorence good sporting pinhole eye strengthening,0.7178177073479812,NOT,OFF
son knockin fuckin park,0.6722815415035397,NOT,OFF
okay anybody go eredivise score goals shit league bundesliga teams competitive euro competitions mexico hasnt produced talent like pulisic long time okay maybe guys one day,0.721048063029756,NOT,OFF
kalyani stupid teenager totally despise atrocities towards aunty anupriya blames moms death stop listen anupriya side story makes vile accusation tujhsehairaabta zeetvserials,0.480934094787441,OFF,OFF
kalyani stupid teenager totally despise atrocities towards aunty anupriya blames moms death stop listen anupriya side story makes vile accusation tujhsehairaabta zeetvserials,0.480934094787441,OFF,NOT
 seems terrorist attack probably antifa still id look wants get strawberries market completing form,0.5956723689785407,NOT,OFF
christian america go trumps example liberals support open borders guess conservatives support school shootings please explain makes america great ,0.7049875157773028,NOT,OFF
 disingenuous person senate senator would hide shame despicable behavior scotus hearings,0.6005839998208505,NOT,OFF
democrats liberals threatened armed nazis talk disarmament disconnection military lifestyle broadcast armory killskills rightfuckingnow,0.5739258495212025,NOT,OFF
 wanted tell hang think itll fun also lmao dick tongue people easily suck haha kidding aside aint want tongue dick looks hella weird choice weird whatever,0.6272201935453051,NOT,NOT
parikshitsolutions security incidents rarely emerge fully formed flashing lights alert see youre prepared testing skills following scenario,0.7868354148474135,NOT,NOT
nbc msnbc held accountable inflammatory remakes calling leftist fight,0.5530370144741331,NOT,NOT
 proven fact gun control work look chicago worry others records let talk selling uranium russia million russia,0.7251944156416077,NOT,NOT
boycottlevistrauss levi strauss teams gun control group simply cannot stand silently,0.8870200424302426,NOT,NOT
analysis supporters people party canada would likely bristle called liberal beliefs fit classic definition pittis,0.6831526309776701,NOT,NOT
 definitely tad high puerto rico democrats provide proof providing names locations next kin shouldnt hard hope dont mind holding breath via,0.5976952205287143,NOT,NOT
pickett individual needs part team hes bit loner within family bowtruckles feels bit bullied attachment issues also incredibly agile great value teachers parents atypical,0.741882126569475,NOT,OFF
avalanche sorry see love asshole know maga,0.6786683418783761,NOT,OFF
ff alien future,0.8661688093965091,NOT,NOT
creampuffs hollsteinforever quick reminder giveaway anyone attending clexaconlondon interested attending natasha improv workshop dm reply put draw free ticket entries close midnight gmt,0.6831597365677127,NOT,OFF
familiarwife jh omg crazy wj wait yes interested assistant manager cha bh guys look like good pair vo sit jh wj lets live life lets news collision hwy congestion jh woo jin,0.6687414490358545,NOT,NOT
broncos hc vance joseph phillip lindsay good football player running back,0.9251711032442991,NOT,NOT
celine swittins follback erza jullian openfolbackceline swittins,0.598708746976834,NOT,NOT
restorehumanity antifa september stop fascist nvu amsterdam ht,0.679054444600842,NOT,NOT
bronconation broncos broncosvsseahawks broncoscountry crue excited win enjoying cupcake go broncos,0.9045259623597419,NOT,OFF
thingsdarthvaderwouldneversay yup white mask privilege finest always trying keep black mask blacklivesmatter qanon antifa alexjones infowars starwars maytheforcebewithyou thirdshiftzombies podcast radio whitesupremacy,0.6117104166663017,NOT,NOT
 hair pink ,0.7047478855697121,NOT,OFF
 im saying cool feel type way speak fuck ,0.47800695491215583,OFF,OFF
cuckservative traitors worse fortnite players conservatives triggerwarningradio,0.807698920883105,NOT,OFF
barbara boxer liberals want use rape political tactic better hard evidence word evidence called hearsay note could say cornered bathroom put hands years ago prove wrong,0.585506665578327,NOT,NOT
gun control stop kids people getting murdered guns chicago gun control decades multiple shootings every week,0.6039524854629863,NOT,NOT
selfcareseptember making difference,0.6741182504947796,NOT,NOT
fauxprogressives ive done corruptdemocrats years heres proof ocasio cortez endorses cuomo cuomo flips progressives via liberals corybooker ocasiocortez,0.6858547857923591,NOT,OFF
constitutionday odd alt right conservatives say ruining constitution want guncontrolnow ones ruining constitution getting upset foreigners coming land white wanting live,0.6751523807197211,NOT,NOT
coercedintoxication staring favorite feeling effects feel vulnerable forcedintox coercedintox femdom findom,0.7358234386234275,NOT,NOT
andrewscheer wants support canadiancoalitionforfirearmsrights seeking weakened guncontrol cpc compromised canadians safety enough votes diluting controls many lives lost conservatives care cdnpoli via,0.7767265505402042,NOT,NOT
 ready sit watch indakurate passcott play football,0.8761145297704985,NOT,NOT
eric stall well democrat cali worry fixing state instead trying muster sympathy liar prof hunt fox news see liberals fox balanced gives sides,0.5929348488918447,NOT,NOT
sukhduasamaj theprayinghands sc also added person surgically changes sex entitled changed sex cannot discriminated,0.815475382578925,NOT,NOT
florence list hurricane florence feeds trump maga central va great summary impacts blacksburg national weather service severity goes overnight vawx,0.7542837572355879,NOT,NOT
 dicks,0.598708746976834,NOT,OFF
liberallogic kavanaugh looks predatory therefore guilty liberals dangerous people govern anyone anything,0.44669046257139344,OFF,NOT
ishqbaaaz let join cast must shot scenes jiffy going vacay nothing groupbaazi shivika focus groupbaazi consists couples shivika scenes toh clip mein nehi thi,0.7137866553127192,NOT,NOT
children mixed genderstudies crap socialism yeah like see one coming mega mbga maga mcga conservatives patriots protectchildren,0.8728225107861165,NOT,NOT
lockthemallup strzok mccabe caught destroying evidence leaving fbi draintheswamp drainthedeepstate maga,0.8388217467331758,NOT,OFF
breaking greece molotov cocktails fly protest honouring killed antifa arti via,0.6694227947705,NOT,OFF
orrinhatch cant believe sexist clueless old fart gets weigh another womans charges supreme court nominee spouting old nasty shit spewed years ago anita hill times good riddance neanderthal,0.6646322960658199,NOT,NOT
brettkavanaugh social issues one justice kennedy areas growing daylight conservatives example area administrative state incl epa,0.8096853508036264,NOT,NOT
chicago democratic party stronghold highly diverse population gun control laws large radical left establishment obamas continental usa base lived many years think horrified news,0.7523788556771158,NOT,NOT
nowplaying arise good william murphy chronicleschristianradio ccradioco,0.7636811472506909,NOT,NOT
 people disguised good guys wearing black concern bystanders shot fbi antifa vegas shooting,0.5428609024679617,NOT,OFF
part think hard come gabriel lizard themed glitter bombing antifa mech pilot using superhero powers take corrupt logging companies buff lesbian hearts uniform literally love,0.7542539919333744,NOT,NOT
saynotoshiasunnifight muslim muslim shia sunni,0.7816730563580812,NOT,NOT
anybody else wake tired put cologne toothbrush morning,0.6652624144532777,NOT,NOT
aiatraveltips always monitor luggage airport leave luggage unattended accept unopened packages tips travel explore aia aircraft airport caribbean destination travelling connect traveltheworld adventure adventures luggage,0.7196056932145591,NOT,NOT
always good day get new member site,0.8272007880262171,NOT,OFF
repost theleadersmindset hola leaders type ready ready follow steps set goals stay quiet smash shit clap damn,0.7513054732257649,NOT,NOT
antifa attacked cops arrested rally denver media blackout,0.5531569697799348,NOT,NOT
always bond dani minogue target pants,0.7646259307403378,NOT,NOT
st century hit cha pussycat dolls feat busta rhymes,0.7915142286437624,NOT,NOT
realsmart answer step realsmart journey course offered ubc behalf real estate council bc correspondence registered set take realsmart course,0.8299630714398027,NOT,NOT
vt back first time since year pole win vermont updates ,0.8646393169971944,NOT,NOT
another one bite dust,0.6685902774269326,NOT,OFF
liberals democrats stand walkaway,0.6906931910683389,NOT,OFF
beeto demonstrated lose election texas maga rkba dvc,0.8704822643503712,NOT,OFF
 bitch thinking niggas money tf dont,0.6117142917606628,NOT,OFF
extremely back bullshit,0.7390349627891196,NOT,NOT
killshot easily shows ya rap god hail,0.5744511044063656,NOT,NOT
cnn analyst dems seeking another fbi investigation dont want politicians telling investigators sitroom thelead outfront ac npr pbsnews pbsnewshour tcot tlot maga sgp nyc boston baltimore cleveland chicago milwaukee,0.6264590655461852,NOT,NOT
democrat baldwin fundraises k street firm working pro bono gun control lobby walkaway via,0.7001437251447766,NOT,OFF
fucking years mytwitteranniversary,0.43664770151825316,OFF,OFF
dems disgusting believe women accuse conservatives abuse crimes liberals accused ignore accusations,0.43153491757269913,OFF,NOT
np id psa leaving commercial hearfdr,0.8344553826060641,NOT,NOT
crew eminence front put msm falls fake issue props political hacktivists experts tcot emoluments conservatives emolumentsclause law lawyer mediawatch fakenewsalert fakenews mediabias,0.750761437599932,NOT,NOT
authorconfession day tree mc favorite tried ask lisette responded tree flowers know give straight answer usually difficult suspect teasing ,0.647736995806994,NOT,NOT
nattyanplaying aozora train sish high,0.7431210818587742,NOT,OFF
christineblaseyford harassed members antifa radical arm democratic party funded george soros voteredtosaveamerica,0.6502759031992558,NOT,NOT
antifa excellent idea,0.870547604491046,NOT,NOT
iou project demonstrated quality whitepaper ico investor strongly recommend explore rate please ico crypto tokensale,0.8503817592413232,NOT,NOT
blocktwitterads twitter stops shadow banning conservatives,0.7601137998180403,NOT,NOT
kavanaughconfirmationhearings tuesdaythoughts women support kavenaugh fill hearing gallery pack full disruptive liberals cant get stand unison kavanaugh testifies solidarity cc,0.728942263325703,NOT,NOT
 sure guys call authoritarian left include gun control groups left,0.7260235485908677,NOT,NOT
baekhyun exo x mlb f w,0.5904269924237593,NOT,OFF
cent calls joe budden bullshit instagram,0.5088424685432007,NOT,NOT
potus realdonaldtrump gop lpnational thedemocrats qanon blacklivesmatter antifa isis davos california foxnews cnn wsj nyse wakeupamerica maga mypatriotsupply need ,0.7210377929347356,NOT,NOT
naomiosaka folks usopen future adorable talented,0.7260696724718712,NOT,NOT
city chicago democrat run strictest gun control nation white supremacists running office republicans via,0.6691145292004835,NOT,NOT
callthevotealready democrats game conservatives fight way life end game game sessions please job ashamed allowed happen pray like never ,0.7752194805982564,NOT,NOT
maga sounds fair,0.8746148165559289,NOT,NOT
jiyoonfact huge fan beyonce wants sing well sang boy predebut,0.6970186599471249,NOT,NOT
conservatives know everything rejected eu british people tory mp need step failed brexit domestic agenda maymustgo chuckchequers,0.9349556744750804,NOT,NOT
muskokalakes mayoralty candidate terry ledger says running mayoral campaign via social media say speaks volumes kind behind closed doors mayor plans say muskoka give us opinion,0.7133985522138977,NOT,NOT
greatawakening qanon patriotsunited wwgwga areyouawake awake see clearly check video,0.8700415636649348,NOT,NOT
million buyout could easily go cable news thats path chooses good ,0.6410787550797589,NOT,OFF
bb actually question people want jc win angela way meaner says n word repeatly makes fun eating disorders sexually harasses houseguests much underdog win dont use excuse bb tangela,0.7396871036157723,NOT,NOT
newvideo sex toys anyone,0.5333982740776314,NOT,NOT
bestwaytoawomansheart wake napping,0.7984228188750802,NOT,OFF
 surprised starts top karma bitch watch,0.6704118257248158,NOT,NOT
 sure send left antifa thugs,0.6940523481831731,NOT,NOT
notetomystalker n empire remember one thing may incumbent central govt india nature life ancestors parents lived true nature get trapping nature trapping time tell,0.7256507947685595,NOT,OFF
alright let get right god bc mother nature like fuck humans,0.6394671727274495,NOT,NOT
farticus maybe,0.4540192690275937,OFF,OFF
hillary least angrydemocrats worldwarq wwgwga maga redtsunami americafirst walkaway truth,0.7553219339022932,NOT,NOT
codetrainqueens rachel joined codetrain helped organize codetrain app developer bootcamp trained front end developer currently community manager ardent advocate digital skills youth especially women keep shining rachel,0.8343336124672593,NOT,NOT
moviefightslive thinking know ,0.7222154308425013,NOT,NOT
boycottlevistrauss supporting leftist gun control orgs,0.6060891288303745,NOT,NOT
youaremyidol idols boi never change taught alot continue teach things help difficult little big things life thank bbs,0.6635268807289918,NOT,OFF
antifa recruiting designated terrorist organization,0.6286647390703479,NOT,OFF
hypocrites democratshateamerica liberalismisamentaldisorder everything liberals touch turns absolute shit,0.4655874213029805,OFF,NOT
nationaldayofencouragement twitterfamily youre amazing way ,0.6676533141652614,NOT,NOT
happyrmday bought pizza chocolates enough money cake plan make tradition buy pizza birthday loved ones even acquainted never meet still close person thank luv u,0.6585106298972851,NOT,NOT
republicans put wallin budget going loose pres trump followers u r support ,0.6293096363190499,NOT,NOT
liberals pushing gayagenda republicans pushing zionistagenda,0.670829647321547,NOT,NOT
vaquitamarina savethevaquita less vaquitas left extinguishing please help voice l,0.7063257360879559,NOT,OFF
 said media money soros dip shit waters creating civil war,0.6842385330005158,NOT,NOT
liberals dept agriculture paid presenter shoot bio security video auspol lnp nswpol springst qldpol lnpmemes lnpwaste,0.5732183728722295,NOT,OFF
texas ted cruz campaign sending people solicitations disguised official looking county summons elderly residents confused notice appear skeezy,0.668149289067921,NOT,NOT
success health show best way create exclusive online traffic economy never short qualified prospects sales ,0.7835234739752333,NOT,NOT
lemme guess gun control didnt anyone talk im canadian even know whyme,0.5442831378202426,NOT,NOT
 really care married black man clueless real problems black people facing america today,0.5016060904091155,NOT,OFF
tf saw shit,0.5988176145477929,NOT,NOT
fakenewsmedia enemyofthepeople want control minds controlling information get get stamendment may protect elitist propaganda legitimize make palatable engaged public,0.7476664421907098,NOT,OFF
anyone finds neta behavior funny fuck die,0.43664770151825316,OFF,OFF
goodmorningamerica tuesdaymotivation thankyou fathergod americanpeople begin see truth governmentcorruption mediacorruption noredaction declassifyfisa declassification completely obama hillaryclinton lies leakers liberals,0.4601830071751406,OFF,NOT
stopthebias redcensorship account suspended apparently promoting hate speech yet antifa terrorist organizations actively running since customer service refuses reply emails care explain makes sense,0.6744643510340049,NOT,NOT
bepannaah bepannaah hands bepannaah tops list adhiyal aditya trying convince ziddi zoya love giving us lots ,0.6814304826710083,NOT,OFF
 difference stated inane asinine comment solidified bring facts truth lies bullshit present single shred credible evidence support single thing said lies got,0.6019476239680359,NOT,OFF
damn felt shit loud lol,0.5102197695225872,NOT,NOT
myprotege k master teacher excited report proud owner supporter products made bravo usopen,0.7571206455176914,NOT,NOT
tsk stays drop foto han jisung dong please,0.7382551600393581,NOT,NOT
years ago today taylor swift released smash hit love story quote tweet telling moment first heard song yearsoflovestory,0.6385789968455209,NOT,OFF
msnbc hardball bingo absolutely correct cannot bring president obama cant get president obama humiliated white house correspondents dinner guarantee definite driver hate president obama,0.656458892885634,NOT,NOT
yes supposed believe kavanaugh seemed heavy drinker high school perfect memory everything mixed blame victim equivocating misrepresenting believed stopkavanaugh,0.6592817400330606,NOT,OFF
cnnisfakenews wonder ratings suck cnnisajoke fakenews maga,0.7942982423393707,NOT,NOT
liberals lying nothing new claim track meet emissions targets false auspol lnp nswpol springst qldpol wapol lnpmemes,0.6526422474333804,NOT,NOT
chefs need new pans find looking stock top brands beka chef mauviel woll chef restaurants,0.8954482051344966,NOT,NOT
boycottthenfl particularly ,0.598708746976834,NOT,OFF
b album definitely worth fucking wait,0.43664770151825316,OFF,NOT
days bbc radio festival day decide tell us headline act isnt coming anymore thanks lot ive paid fortune see tonne acts shit interest ,0.7736091017322874,NOT,OFF
joescarborough vile excuse journalist criticizing trump yet refuses come clean death intern office stop talking everyone else start talking involvement loriklausutis,0.48066112410171713,OFF,NOT
 fans happy spreads love learned appreciate support lgbtq love never failed make happy love harry styles harry styles best,0.7590284178710671,NOT,OFF
aint nobody shit ask including ,0.43664770151825316,OFF,NOT
power lessons certain testimonies comes rest comes strength wicked removed major vacuum life whether aware attracting mockery september remember day,0.7869759819743667,NOT,NOT
 long jamule,0.8100281932980516,NOT,NOT
missing imelda algiers last seen p sunday tall weighs pounds white hair unknown imelda wearing imelda diagnosed alzheimers disease westbend,0.6837896317847231,NOT,NOT
myuniqueheritage get irish dad side family since last name irish cause im proud irish,0.698241335655116,NOT,NOT
travel movies unix fortune combined visit salisbury see sights wherever go old travel international spy find centre vast international conspiracy return home recall recall recall,0.7007485550307845,NOT,NOT
saveshadowhunters malecforever read mansikka latest cause awesome,0.7740871412712591,NOT,NOT
well spent panthers douch,0.8331384116349855,NOT,OFF
 dregs society labelingand dehumanizing conservatives suggest conservatives keep ammo dry guns loaded fascist liberal left think conservatives go quietly internment camps slaughtered streets need reality check,0.7441755796676398,NOT,NOT
sonntagsfrhstck deutschland hand drawn world teapots perfect addition breakfast table matter world ,0.7147785400498361,NOT,NOT
themanynotthefew need country recognises everyone society pick sod rest like austeritity working class people need rely rich got richer backs poor dont let tories carry ,0.7510329657677313,NOT,NOT
killary stricter gun control work looking chicago strictest gun control laws country seems problems shootings nearly everyday please explain ,0.7068315383429751,NOT,NOT
brexit dead eu states cooperate conservatives viable plan keep alive must new vote carry playing central role eu buried brexit,0.9466809613834681,NOT,OFF
feinstein cant say anything truthful loers liar,0.4365921688371688,OFF,NOT
boycottlevistrauss levi strauss took public stance second amendment singled pro customers read levi anti gun initiatives ,0.8996381198489132,NOT,OFF
lifeisbutepu sex anytime want single,0.7880753009621885,NOT,NOT
wfmmc talented team prestigious project excellent project promote big market projects wfmmc ico ekolong sripuptruzman,0.8971088497139007,NOT,NOT
celebrations germany germans yeah kind expected happen across western world securityfears maga mega mbga mcga conservatives patriots,0.9175122473503806,NOT,NOT
clinton monsanto bayer bigpharma roundup glyphosate gmos age progressives demand full transparency issues matter immigration gay marriage gun control hillary wrong side,0.5925013051476524,NOT,NOT
sheriff wayne ivey cspoa yes seems well,0.8154240019095063,NOT,NOT
ccot one leading conservative hashtags get tweet read add ccot christian conservatives twitter christians conservatives libertarians evangelicals catholics charismatics nondenominatinal spiritfilled tlot tcot hannity teaparty maga trumptrain,0.767572244774374,NOT,OFF
nigeria naija ja incompetent leader nigerias history atiku blasts buhari championnewsng via,0.7763711942705127,NOT,NOT
nowplaying death cab cutie tourist codes keys,0.43664770151825316,OFF,OFF
emmys well ex crackheads liberals democrats ,0.6265764511397796,NOT,NOT
conservatives outraged theyknownothing especially ,0.6328715102639659,NOT,NOT
 girl talented best friend ethan brought us together please notice talent please,0.7767847325730945,NOT,NOT
pm temp dew pt barometer inches rain wind mph hi pm low ,0.8659946785250057,NOT,NOT
conservatives vote vote vote take two friends polls midterms nov nocomplacency,0.8086001204081862,NOT,OFF
diversity works joining new group want part team islam hates every non muslim fail unicorns,0.7674523590145307,NOT,NOT
 set makes realize much taller reach kissss ,0.6676901012420466,NOT,NOT
 want shootings death listen aclu black lives matter antifa want public safety listen police professionals studying years ag jeff sessions,0.5814495839008942,NOT,OFF
 want kick twitterfuck ass,0.510459259412821,NOT,NOT
menfesswglca dremiest dream come true ever ,0.6381339155435173,NOT,OFF
faileddemfeinstein quit decades ago disgrace feinstein blames gop kavanaugh accuser stays mum admits say everything truthful,0.5594549276301868,NOT,NOT
cheeringthechutiyapa woman lol,0.5760362960695373,NOT,NOT
really gop even seen letter yet sham subtle banana pool table cant see difi throws hail mary th hour cry foul elast ford antifa coming burn house dems going hard,0.6853276929168521,NOT,OFF
fascism also liberals antifa according meme,0.6986024189069676,NOT,NOT
ripmacmiller loved,0.7371266454812615,NOT,NOT
creagboy running around mcdonald urgently telling kids future,0.7302578428997442,NOT,NOT
englishpashto though pakhtoon english cute kid pashto da marra khasta bacha dey,0.7064394053414799,NOT,NOT
jpna vasay ahmed butt sohail sahab performance loved movie core st pmjg jpna humayun shaan fahad grace class pakistan cinema safe hands,0.8179130135064743,NOT,OFF
fuck,0.43664770151825316,OFF,NOT
 keep going back well charlottesville realize good people bad people sides antifa caused quite bit violence damage people watching people statues removed,0.637208215648015,NOT,NOT
cancers rising around world,0.8008234465332266,NOT,OFF
 grown ass woman probably years older currently spreading rumors rather talking nice work got satan,0.6723444281067111,NOT,NOT
someone knows dress rocking shoes well,0.5978642475480902,NOT,NOT
antifa philly keystone united exposed part robert melissa gaus,0.8615033987259,NOT,OFF
conservatives dont care post propaganda,0.5747416385584554,NOT,OFF
idiots nothing beneath lol fools liberals maga kag,0.694126403150265,NOT,NOT
 mosadi discern season wise builder team player full fire full holy spirit thanks dr chantal inspiring event thank ,0.8472713125773792,NOT,NOT
impeach maxine waters tide flows ways,0.5942001225103144,NOT,NOT
piperthepup sends love everyone might affected unwelcome hurricaneflorence week looking forward trying least crust gets delaware,0.6872226415452138,NOT,NOT
disarmthem antifa good luck sweethearts,0.6872932266259326,NOT,NOT
agjeffsessions listen aclu antifa black lives matter want chicago shootings ashallnotbeinfringed thank via,0.5122002825931258,NOT,NOT
 democrats give vocal minority become socialists think think shock see confused party official rhetoric odds hey see experience antifa thugs true violence,0.6175534256526866,NOT,OFF
 kindest explanation tone deaf hard feel kind ilk repeatedly,0.620836728716193,NOT,OFF
amazonpets etta tricky photograph colouring beautiful knows charge first dibs treats shout attention whenever comes house kills wild rabbits hangs hutch ,0.6830734112966278,NOT,NOT
germany happens try intimidate wrong guy maga,0.7117389190715193,NOT,OFF
sugardaddy retweet would like share memes talk dumb shit cuz baby im broke shit love rich,0.6062551501352608,NOT,NOT
sam sam resting adorable,0.7821891911966099,NOT,OFF
geoffreyowens niggas dont really understand levels career pursuits,0.5944159004384014,NOT,NOT
fridaynightfun halloween events starting week course find events looking forward year obviously many ,0.8250107654994142,NOT,OFF
 death metal want death metal tell hateful keebler elf death metal,0.43664770151825316,OFF,NOT
saynotoshiasunnifight day judgment asked whether shia sunni asked deeds,0.7595738175412964,NOT,OFF
kavanaugh disciple anthony kennedy ed liberals w unconstitutional opinions trump con con conservatives ing scotus moving right smart everything get bk idiots tuesdaythoughts,0.7046105574592922,NOT,OFF
america tear wall tcot partisanship trump thewall borderwall liberty civilsociety think conservatives democrats progressives liberals independent libertarians gop dnc criticalthinking,0.6692762840874487,NOT,NOT
 makes times pulled th time posted pull repost eric holder gun control,0.6469523698435425,NOT,NOT
iphone gulp tech reporter josh mcconnell breaks features price points apples new line,0.7556069455012041,NOT,OFF
 dickhead probably yes,0.6458476410407862,NOT,NOT
trump maga elizabethsmart captors early release time mental hospital unfortunately nearly six years getting credit really bringing system much earlier,0.7035527002016055,NOT,NOT
spidermanps everything expected far gameplay fun suits gadgets pretty unique use feels like playin mixture batman arkham uncharted series spidey beats cant wait keep playing thx ,0.5890951250473462,NOT,NOT
conservatives cannot ride one votered voteamericafirst votedemsout americafirst,0.9276723832699956,NOT,NOT
conservatives joinukip voteukip ,0.812938568943544,NOT,NOT
eeb battle id need backup lvl celeste omega,0.8146654388692849,NOT,NOT
conservatives value gender equality value way think things always quote bible support men dominion women many republicans justifying kavanaugh rape year old normal male behavior,0.564315355152951,NOT,NOT
 worlds population live cities finding solutions help people move freely sustainably global priority electricscooters key role play climateaction airquality mobility read study,0.8128396466026693,NOT,NOT
 beyond famous lalisa manoban,0.6707312508363451,NOT,NOT
sukhduasamaj theprayinghands saint dr msg insan renamed eunuchs society respectable name e sukhdua samaj connected mainstream society providing equal opportunity education employment status third gender,0.8217753187129936,NOT,NOT
obvious quietly,0.7133350933677152,NOT,OFF
crtikal voice smef ass cheeks,0.43664770151825316,OFF,NOT
jiyoonfact huge fan beyonce wants sing well sang boy predebut,0.6970186599471249,NOT,NOT
investment leadership preparation thx sharing yr infrastructurereportcard guidance maga watch rust away,0.8068932994745568,NOT,NOT
colorado boy arrested cuffed dragged school wait metoo allegations feminist classmates teens feminism parenting kids ccot maga homeschool,0.6803319681821456,NOT,NOT
greatestthingsaboutthes liberals loved,0.6373925198594512,NOT,OFF
cause everyone knows real leader falls van like sack potatoes,0.6562317732073237,NOT,NOT
marketingtips listbuilding going show build private online traffic economy never short prospects sales ,0.7981741465188845,NOT,OFF
boycottnike campaign must continue grow paying overseas staff hour okay staff exploiting poor women men world americans stand,0.705585157052564,NOT,NOT
conservatives poison everything touch tories conservative labour labourparty libdems ukip snp gop uk america canada europe politics ukpolitics cdnpoli pnpcbc auspol polcan socialchange eupol uspoli,0.9270728676493519,NOT,NOT
preach badcompany dont know shooting star dont know,0.5731609467427167,NOT,NOT
 somewhat know thats like best friends stopped talking gun control issue,0.6416352111264343,NOT,NOT
bb say lets flip gitls alliance jc tyler since thinks mastermind th ultimate blindside three girls final three kaycee win,0.7931739646118224,NOT,NOT
believe fat belly insulin resistant remedy without medicine fasting info ,0.6135026623257716,NOT,NOT
nowplaying march antifa sickboy shake hands clenched fist,0.5155731677921094,NOT,NOT
conservatives dwp secret benefit deaths reviews investigations deaths double two years crimesofdwp via,0.7495674960594796,NOT,NOT
emmyawards let liberals pat back pushing socialism making millions pretending real hard working people tv shows,0.6942768441626181,NOT,NOT
duckduckgo f google,0.6684901941181363,NOT,NOT
california pushing new gun control laws legal brief video via,0.741607745068747,NOT,NOT
icymi reason fascists desperately trying find anti fascists tennessee want see including league south members organizing groups etc share widely,0.7192162826150232,NOT,NOT
art culture bojack horseman recap apology tour episodes bojack horseman taken social issues last season gun control episode stands shining example show always ability via,0.8188377655059613,NOT,NOT
 watch kavanaugh shenanigans unfold dc im reminded one simple truth people dont care us inclusive us dont care conservatives progressives people color otherwise christians women lgbtq none us thread,0.6063908895321715,NOT,NOT
charlottesvile speech trump given tcot cville conservatives charlottesvillekkk liberty gop,0.7519819546759553,NOT,NOT
conservatives left frustrated congress passes big spending bills tcot,0.8521039619198054,NOT,OFF
news jeff sessions want death listen aclu antifa black lives matter cnbc,0.5245842075622824,NOT,NOT
 better ,0.7054497609887533,NOT,NOT
happybdaypmmodi one may hate u agree hard working pm india ever witnessed,0.764157283209476,NOT,NOT
robertpoeti wants explanation auditor general quebec conflicted amf investigation perhaps read follow trail evidence proves conflicted sad corruption nathaliegdrouin pennystocks,0.750546157559405,NOT,NOT
rimmyantifa calling death bourgeoisie good man,0.43678961875843714,OFF,OFF
david miliband davidmiliband flew away newyork us liberals democrats flee corbynists hatred jews,0.675628845082422,NOT,OFF
anyway game sucks,0.8389153980464457,NOT,NOT
 take someone silence pride perhaps busy fighting self ali ibn abitalib r ,0.6475492011168663,NOT,NOT
nintendo animalcrossing smashbrosultimate little late adorable love isabelle,0.7812944406224074,NOT,NOT
nowplaying kierra kiki sheard ,0.598708746976834,NOT,OFF
ibelieveblaseyford liar fat ugly libreal snowflake sold get cash dems iran spoke johnkerryiranmeeting,0.5301216644508648,NOT,NOT
charitytuesday join us take disabled women age votetory rtoday,0.7959749322891372,NOT,NOT
maga dems using false allegation kavanaugh sexual assault bargaining chip release classified docs president trump,0.6275318277090942,NOT,NOT
 watching team insight president sure,0.8285900182741845,NOT,NOT
nfl long,0.9005155872488891,NOT,NOT
lidcf believe julieanna godard leader work many digitally driven industries leader established network creatives team influencing promoting businesses many young entrepreneurs well,0.7543467385419463,NOT,NOT
 art kag maga patriot alfa warior lion roaring wh super hero trump vote red viktorius warior ever defeating enemy w liars liberals politicians nwo congress us gov deep unity w djt gutsy gt intel ppl us,0.7784770725962143,NOT,OFF
conservatives represent canadians authoritarian scum cdnpoli onpoli,0.8877139632521911,NOT,OFF
ford attorney says receiving death threats move family safety proof democrats antifa promote circus,0.6407440227758521,NOT,NOT
