tweet,probability,Classification,True_class
martina navratilova serenawilliams got wrong via always really liked respected martina voice reason,0.6489709011862639,NOT,NOT
bodyguard far fetched alive impossible think budd worse enemy signs split personality uncertain today episode place,0.7480592423437066,NOT,NOT
bookreviewer meet ronaldo second year student reindeer flying academy way breaking speed record flying contest stumbles upon mystery perplexes thoughts thanks tus mglit,0.7988648044398873,NOT,NOT
backto onevoice swomen sbornwomen took six years pensions agree need pensions back,0.7988648044398873,NOT,NOT
maine need face facts doesnt really represent anymore playing game says undecided kavanaugh know going vote confirm time dump susan collins,0.6904594620804116,NOT,NOT
twitter stop right head twitch listen amazing friend grendy plays hatofulboyfriend voiceactor making supportsmallstreamers,0.702071221698815,NOT,OFF
biggbosstelugu many kaushalarmy cum fans,0.5550523844884765,NOT,NOT
conservatives tells philip hammond slash taxes rich corporations regulations less workers environmental protection deal brexit tory brexitshambles smallstate via,0.7988648044398873,NOT,NOT
yehundinonkibaathai naina talks educating girl making responsible also make play sports bang girl ps shoe jealous face though burning,0.6592071807263478,NOT,NOT
daysofsoloharry glad fan someone whos trying change world kind people ally stands womens rights donates different causes stands gun control someone whos successful still continues humble,0.6524630623475797,NOT,NOT
castingcallshow fantastic first think going like finalists shows ended loving ultimately voted amazing business opportunity anna ladd funny really want hear ,0.6883824590705143,NOT,NOT
brexitshambles thursdaythoughts eu news lets avoid future bordercontrol queues givepeasachance,0.7988648044398873,NOT,NOT
democrats yet hear one righteous democrats attack insist ellison resign accused assault heard call cory spartacus booker resign admitted sexual assault stink liberals,0.6059496184807044,NOT,NOT
obasrants band dont covers missing good quality audience engagement look link ,0.6709290517307771,NOT,NOT
lisaxmichaelkors sooo talented love hr much,0.6510978947211841,NOT,NOT
hurricaneflorence good sporting pinhole eye strengthening,0.7389552114816978,NOT,OFF
son knockin fuckin park,0.6874850573317131,NOT,OFF
okay anybody go eredivise score goals shit league bundesliga teams competitive euro competitions mexico hasnt produced talent like pulisic long time okay maybe guys one day,0.7012203629001144,NOT,OFF
kalyani stupid teenager totally despise atrocities towards aunty anupriya blames moms death stop listen anupriya side story makes vile accusation tujhsehairaabta zeetvserials,0.5074349171583024,NOT,OFF
kalyani stupid teenager totally despise atrocities towards aunty anupriya blames moms death stop listen anupriya side story makes vile accusation tujhsehairaabta zeetvserials,0.5074349171583024,NOT,NOT
 seems terrorist attack probably antifa still id look wants get strawberries market completing form,0.6168570542293925,NOT,OFF
christian america go trumps example liberals support open borders guess conservatives support school shootings please explain makes america great ,0.7170825868611694,NOT,OFF
 disingenuous person senate senator would hide shame despicable behavior scotus hearings,0.6178155151605116,NOT,OFF
democrats liberals threatened armed nazis talk disarmament disconnection military lifestyle broadcast armory killskills rightfuckingnow,0.5645169981517693,NOT,OFF
 wanted tell hang think itll fun also lmao dick tongue people easily suck haha kidding aside aint want tongue dick looks hella weird choice weird whatever,0.6401709921470371,NOT,NOT
parikshitsolutions security incidents rarely emerge fully formed flashing lights alert see youre prepared testing skills following scenario,0.7888844511170601,NOT,NOT
nbc msnbc held accountable inflammatory remakes calling leftist fight,0.6643014419671491,NOT,NOT
 proven fact gun control work look chicago worry others records let talk selling uranium russia million russia,0.7283153062106182,NOT,NOT
boycottlevistrauss levi strauss teams gun control group simply cannot stand silently,0.7988648044398873,NOT,NOT
analysis supporters people party canada would likely bristle called liberal beliefs fit classic definition pittis,0.665313873894773,NOT,NOT
 definitely tad high puerto rico democrats provide proof providing names locations next kin shouldnt hard hope dont mind holding breath via,0.6364707249065629,NOT,NOT
pickett individual needs part team hes bit loner within family bowtruckles feels bit bullied attachment issues also incredibly agile great value teachers parents atypical,0.7716278840912003,NOT,OFF
avalanche sorry see love asshole know maga,0.6704395552217108,NOT,OFF
ff alien future,0.7988648044398873,NOT,NOT
creampuffs hollsteinforever quick reminder giveaway anyone attending clexaconlondon interested attending natasha improv workshop dm reply put draw free ticket entries close midnight gmt,0.666839311371534,NOT,OFF
familiarwife jh omg crazy wj wait yes interested assistant manager cha bh guys look like good pair vo sit jh wj lets live life lets news collision hwy congestion jh woo jin,0.6768045260421132,NOT,NOT
broncos hc vance joseph phillip lindsay good football player running back,0.7988648044398873,NOT,NOT
celine swittins follback erza jullian openfolbackceline swittins,0.7876993651733069,NOT,NOT
restorehumanity antifa september stop fascist nvu amsterdam ht,0.670341232364372,NOT,NOT
bronconation broncos broncosvsseahawks broncoscountry crue excited win enjoying cupcake go broncos,0.7988648044398873,NOT,OFF
thingsdarthvaderwouldneversay yup white mask privilege finest always trying keep black mask blacklivesmatter qanon antifa alexjones infowars starwars maytheforcebewithyou thirdshiftzombies podcast radio whitesupremacy,0.6486833766514752,NOT,NOT
 hair pink ,0.7044469014676791,NOT,OFF
 im saying cool feel type way speak fuck ,0.5304898265568523,NOT,OFF
cuckservative traitors worse fortnite players conservatives triggerwarningradio,0.7988648044398873,NOT,OFF
barbara boxer liberals want use rape political tactic better hard evidence word evidence called hearsay note could say cornered bathroom put hands years ago prove wrong,0.5978890705284374,NOT,NOT
gun control stop kids people getting murdered guns chicago gun control decades multiple shootings every week,0.6020216863452004,NOT,NOT
selfcareseptember making difference,0.7410167337646625,NOT,NOT
fauxprogressives ive done corruptdemocrats years heres proof ocasio cortez endorses cuomo cuomo flips progressives via liberals corybooker ocasiocortez,0.677647931175147,NOT,OFF
constitutionday odd alt right conservatives say ruining constitution want guncontrolnow ones ruining constitution getting upset foreigners coming land white wanting live,0.7096768307011248,NOT,NOT
coercedintoxication staring favorite feeling effects feel vulnerable forcedintox coercedintox femdom findom,0.7400872078083733,NOT,NOT
andrewscheer wants support canadiancoalitionforfirearmsrights seeking weakened guncontrol cpc compromised canadians safety enough votes diluting controls many lives lost conservatives care cdnpoli via,0.7184970536511168,NOT,NOT
 ready sit watch indakurate passcott play football,0.7988648044398873,NOT,NOT
eric stall well democrat cali worry fixing state instead trying muster sympathy liar prof hunt fox news see liberals fox balanced gives sides,0.6311396088618828,NOT,NOT
sukhduasamaj theprayinghands sc also added person surgically changes sex entitled changed sex cannot discriminated,0.7837484719819977,NOT,NOT
florence list hurricane florence feeds trump maga central va great summary impacts blacksburg national weather service severity goes overnight vawx,0.7714220984423454,NOT,NOT
 dicks,0.7876993651733069,NOT,OFF
liberallogic kavanaugh looks predatory therefore guilty liberals dangerous people govern anyone anything,0.4861701394453074,OFF,NOT
ishqbaaaz let join cast must shot scenes jiffy going vacay nothing groupbaazi shivika focus groupbaazi consists couples shivika scenes toh clip mein nehi thi,0.7431659437794256,NOT,NOT
children mixed genderstudies crap socialism yeah like see one coming mega mbga maga mcga conservatives patriots protectchildren,0.7988648044398873,NOT,NOT
lockthemallup strzok mccabe caught destroying evidence leaving fbi draintheswamp drainthedeepstate maga,0.7988648044398873,NOT,OFF
breaking greece molotov cocktails fly protest honouring killed antifa arti via,0.6714852595268465,NOT,OFF
orrinhatch cant believe sexist clueless old fart gets weigh another womans charges supreme court nominee spouting old nasty shit spewed years ago anita hill times good riddance neanderthal,0.6494375622668525,NOT,NOT
brettkavanaugh social issues one justice kennedy areas growing daylight conservatives example area administrative state incl epa,0.7988648044398873,NOT,NOT
chicago democratic party stronghold highly diverse population gun control laws large radical left establishment obamas continental usa base lived many years think horrified news,0.7262782839433073,NOT,NOT
nowplaying arise good william murphy chronicleschristianradio ccradioco,0.7745754398553162,NOT,NOT
 people disguised good guys wearing black concern bystanders shot fbi antifa vegas shooting,0.6019544136218871,NOT,OFF
part think hard come gabriel lizard themed glitter bombing antifa mech pilot using superhero powers take corrupt logging companies buff lesbian hearts uniform literally love,0.75147356718519,NOT,NOT
saynotoshiasunnifight muslim muslim shia sunni,0.7629713095761187,NOT,NOT
anybody else wake tired put cologne toothbrush morning,0.6757062059505929,NOT,NOT
aiatraveltips always monitor luggage airport leave luggage unattended accept unopened packages tips travel explore aia aircraft airport caribbean destination travelling connect traveltheworld adventure adventures luggage,0.7552256530032224,NOT,NOT
always good day get new member site,0.7988648044398873,NOT,OFF
repost theleadersmindset hola leaders type ready ready follow steps set goals stay quiet smash shit clap damn,0.6967721877488131,NOT,NOT
antifa attacked cops arrested rally denver media blackout,0.6254458924544585,NOT,NOT
always bond dani minogue target pants,0.7749994482819611,NOT,NOT
st century hit cha pussycat dolls feat busta rhymes,0.7498715691126104,NOT,NOT
realsmart answer step realsmart journey course offered ubc behalf real estate council bc correspondence registered set take realsmart course,0.79469282436844,NOT,NOT
vt back first time since year pole win vermont updates ,0.7988648044398873,NOT,NOT
another one bite dust,0.7129309576248368,NOT,OFF
liberals democrats stand walkaway,0.7163364877699465,NOT,OFF
beeto demonstrated lose election texas maga rkba dvc,0.7988648044398873,NOT,OFF
 bitch thinking niggas money tf dont,0.606598982309116,NOT,OFF
extremely back bullshit,0.771709850197268,NOT,NOT
killshot easily shows ya rap god hail,0.5727576234050289,NOT,NOT
cnn analyst dems seeking another fbi investigation dont want politicians telling investigators sitroom thelead outfront ac npr pbsnews pbsnewshour tcot tlot maga sgp nyc boston baltimore cleveland chicago milwaukee,0.702374036930582,NOT,NOT
democrat baldwin fundraises k street firm working pro bono gun control lobby walkaway via,0.7154526996831336,NOT,OFF
fucking years mytwitteranniversary,0.43006964429345595,OFF,OFF
dems disgusting believe women accuse conservatives abuse crimes liberals accused ignore accusations,0.5013483663480078,NOT,NOT
np id psa leaving commercial hearfdr,0.7619041167288199,NOT,NOT
crew eminence front put msm falls fake issue props political hacktivists experts tcot emoluments conservatives emolumentsclause law lawyer mediawatch fakenewsalert fakenews mediabias,0.7567167423015538,NOT,NOT
authorconfession day tree mc favorite tried ask lisette responded tree flowers know give straight answer usually difficult suspect teasing ,0.6756223623786513,NOT,NOT
nattyanplaying aozora train sish high,0.7487588927263895,NOT,OFF
christineblaseyford harassed members antifa radical arm democratic party funded george soros voteredtosaveamerica,0.6393682349327141,NOT,NOT
antifa excellent idea,0.7988648044398873,NOT,NOT
iou project demonstrated quality whitepaper ico investor strongly recommend explore rate please ico crypto tokensale,0.7988648044398873,NOT,NOT
blocktwitterads twitter stops shadow banning conservatives,0.7958274972440357,NOT,NOT
kavanaughconfirmationhearings tuesdaythoughts women support kavenaugh fill hearing gallery pack full disruptive liberals cant get stand unison kavanaugh testifies solidarity cc,0.7427226144433188,NOT,NOT
 sure guys call authoritarian left include gun control groups left,0.7175523628489437,NOT,NOT
baekhyun exo x mlb f w,0.6880886794165021,NOT,OFF
cent calls joe budden bullshit instagram,0.6068908410388854,NOT,NOT
potus realdonaldtrump gop lpnational thedemocrats qanon blacklivesmatter antifa isis davos california foxnews cnn wsj nyse wakeupamerica maga mypatriotsupply need ,0.7207108521368,NOT,NOT
naomiosaka folks usopen future adorable talented,0.6621692654308913,NOT,NOT
city chicago democrat run strictest gun control nation white supremacists running office republicans via,0.6334548133425801,NOT,NOT
callthevotealready democrats game conservatives fight way life end game game sessions please job ashamed allowed happen pray like never ,0.714473955571828,NOT,NOT
maga sounds fair,0.7988648044398873,NOT,NOT
jiyoonfact huge fan beyonce wants sing well sang boy predebut,0.7248337124604082,NOT,NOT
conservatives know everything rejected eu british people tory mp need step failed brexit domestic agenda maymustgo chuckchequers,0.7988648044398873,NOT,NOT
muskokalakes mayoralty candidate terry ledger says running mayoral campaign via social media say speaks volumes kind behind closed doors mayor plans say muskoka give us opinion,0.7393371641880592,NOT,NOT
greatawakening qanon patriotsunited wwgwga areyouawake awake see clearly check video,0.7988648044398873,NOT,NOT
million buyout could easily go cable news thats path chooses good ,0.6695732934791574,NOT,OFF
bb actually question people want jc win angela way meaner says n word repeatly makes fun eating disorders sexually harasses houseguests much underdog win dont use excuse bb tangela,0.7048745556450172,NOT,NOT
newvideo sex toys anyone,0.5034333173537411,NOT,NOT
bestwaytoawomansheart wake napping,0.7988648044398873,NOT,OFF
 surprised starts top karma bitch watch,0.6909404246012774,NOT,NOT
 sure send left antifa thugs,0.7478432748404424,NOT,NOT
notetomystalker n empire remember one thing may incumbent central govt india nature life ancestors parents lived true nature get trapping nature trapping time tell,0.7253081830640662,NOT,OFF
alright let get right god bc mother nature like fuck humans,0.6250355445998528,NOT,NOT
farticus maybe,0.5490501739144302,NOT,OFF
hillary least angrydemocrats worldwarq wwgwga maga redtsunami americafirst walkaway truth,0.72858656965928,NOT,NOT
codetrainqueens rachel joined codetrain helped organize codetrain app developer bootcamp trained front end developer currently community manager ardent advocate digital skills youth especially women keep shining rachel,0.7988648044398873,NOT,NOT
moviefightslive thinking know ,0.7371055014164725,NOT,NOT
boycottlevistrauss supporting leftist gun control orgs,0.6226012541337886,NOT,NOT
youaremyidol idols boi never change taught alot continue teach things help difficult little big things life thank bbs,0.6710568090132798,NOT,OFF
antifa recruiting designated terrorist organization,0.6997925588537746,NOT,OFF
hypocrites democratshateamerica liberalismisamentaldisorder everything liberals touch turns absolute shit,0.5655484766019144,NOT,NOT
nationaldayofencouragement twitterfamily youre amazing way ,0.6737757117164307,NOT,NOT
happyrmday bought pizza chocolates enough money cake plan make tradition buy pizza birthday loved ones even acquainted never meet still close person thank luv u,0.6236309051172197,NOT,NOT
republicans put wallin budget going loose pres trump followers u r support ,0.6639592297240242,NOT,NOT
liberals pushing gayagenda republicans pushing zionistagenda,0.6555938856718995,NOT,NOT
vaquitamarina savethevaquita less vaquitas left extinguishing please help voice l,0.722435985499408,NOT,OFF
 said media money soros dip shit waters creating civil war,0.7130533399447176,NOT,NOT
liberals dept agriculture paid presenter shoot bio security video auspol lnp nswpol springst qldpol lnpmemes lnpwaste,0.6329920462552117,NOT,OFF
texas ted cruz campaign sending people solicitations disguised official looking county summons elderly residents confused notice appear skeezy,0.6739870652042639,NOT,NOT
success health show best way create exclusive online traffic economy never short qualified prospects sales ,0.7566924531531913,NOT,NOT
lemme guess gun control didnt anyone talk im canadian even know whyme,0.5666876321053569,NOT,NOT
 really care married black man clueless real problems black people facing america today,0.5083529846028272,NOT,OFF
tf saw shit,0.6373197330820417,NOT,NOT
fakenewsmedia enemyofthepeople want control minds controlling information get get stamendment may protect elitist propaganda legitimize make palatable engaged public,0.753554911308966,NOT,OFF
anyone finds neta behavior funny fuck die,0.40628300002241347,OFF,OFF
goodmorningamerica tuesdaymotivation thankyou fathergod americanpeople begin see truth governmentcorruption mediacorruption noredaction declassifyfisa declassification completely obama hillaryclinton lies leakers liberals,0.4948947260781378,OFF,NOT
stopthebias redcensorship account suspended apparently promoting hate speech yet antifa terrorist organizations actively running since customer service refuses reply emails care explain makes sense,0.6571895220775192,NOT,NOT
bepannaah bepannaah hands bepannaah tops list adhiyal aditya trying convince ziddi zoya love giving us lots ,0.6817831159320475,NOT,OFF
 difference stated inane asinine comment solidified bring facts truth lies bullshit present single shred credible evidence support single thing said lies got,0.6442032596686609,NOT,OFF
damn felt shit loud lol,0.5464505977054824,NOT,NOT
myprotege k master teacher excited report proud owner supporter products made bravo usopen,0.7055095379119656,NOT,NOT
tsk stays drop foto han jisung dong please,0.7570449804950967,NOT,NOT
years ago today taylor swift released smash hit love story quote tweet telling moment first heard song yearsoflovestory,0.6300420149224732,NOT,OFF
msnbc hardball bingo absolutely correct cannot bring president obama cant get president obama humiliated white house correspondents dinner guarantee definite driver hate president obama,0.6845125787747168,NOT,NOT
yes supposed believe kavanaugh seemed heavy drinker high school perfect memory everything mixed blame victim equivocating misrepresenting believed stopkavanaugh,0.6656782994765387,NOT,OFF
cnnisfakenews wonder ratings suck cnnisajoke fakenews maga,0.7511538181831153,NOT,NOT
liberals lying nothing new claim track meet emissions targets false auspol lnp nswpol springst qldpol wapol lnpmemes,0.6576681138613778,NOT,NOT
chefs need new pans find looking stock top brands beka chef mauviel woll chef restaurants,0.7988648044398873,NOT,NOT
boycottthenfl particularly ,0.7876993651733069,NOT,OFF
b album definitely worth fucking wait,0.49036891329518884,OFF,NOT
days bbc radio festival day decide tell us headline act isnt coming anymore thanks lot ive paid fortune see tonne acts shit interest ,0.7916920861856032,NOT,OFF
joescarborough vile excuse journalist criticizing trump yet refuses come clean death intern office stop talking everyone else start talking involvement loriklausutis,0.554940281966207,NOT,NOT
 fans happy spreads love learned appreciate support lgbtq love never failed make happy love harry styles harry styles best,0.7143405769787832,NOT,OFF
aint nobody shit ask including ,0.4790423269494176,OFF,NOT
power lessons certain testimonies comes rest comes strength wicked removed major vacuum life whether aware attracting mockery september remember day,0.7614455569771165,NOT,NOT
 long jamule,0.7988648044398873,NOT,NOT
missing imelda algiers last seen p sunday tall weighs pounds white hair unknown imelda wearing imelda diagnosed alzheimers disease westbend,0.6711938722535898,NOT,NOT
myuniqueheritage get irish dad side family since last name irish cause im proud irish,0.6673298723224441,NOT,NOT
travel movies unix fortune combined visit salisbury see sights wherever go old travel international spy find centre vast international conspiracy return home recall recall recall,0.7300328704610478,NOT,NOT
saveshadowhunters malecforever read mansikka latest cause awesome,0.740205216351963,NOT,NOT
well spent panthers douch,0.7781018988094146,NOT,OFF
 dregs society labelingand dehumanizing conservatives suggest conservatives keep ammo dry guns loaded fascist liberal left think conservatives go quietly internment camps slaughtered streets need reality check,0.7397508250882705,NOT,NOT
sonntagsfrhstck deutschland hand drawn world teapots perfect addition breakfast table matter world ,0.703300023979432,NOT,NOT
themanynotthefew need country recognises everyone society pick sod rest like austeritity working class people need rely rich got richer backs poor dont let tories carry ,0.7549380484103329,NOT,NOT
killary stricter gun control work looking chicago strictest gun control laws country seems problems shootings nearly everyday please explain ,0.6580685519148137,NOT,NOT
brexit dead eu states cooperate conservatives viable plan keep alive must new vote carry playing central role eu buried brexit,0.7988648044398873,NOT,OFF
feinstein cant say anything truthful loers liar,0.49083252845044467,OFF,NOT
boycottlevistrauss levi strauss took public stance second amendment singled pro customers read levi anti gun initiatives ,0.7988648044398873,NOT,OFF
lifeisbutepu sex anytime want single,0.7521399191160175,NOT,NOT
wfmmc talented team prestigious project excellent project promote big market projects wfmmc ico ekolong sripuptruzman,0.7988648044398873,NOT,NOT
celebrations germany germans yeah kind expected happen across western world securityfears maga mega mbga mcga conservatives patriots,0.7988648044398873,NOT,NOT
clinton monsanto bayer bigpharma roundup glyphosate gmos age progressives demand full transparency issues matter immigration gay marriage gun control hillary wrong side,0.5756110223259288,NOT,NOT
sheriff wayne ivey cspoa yes seems well,0.7988648044398873,NOT,NOT
ccot one leading conservative hashtags get tweet read add ccot christian conservatives twitter christians conservatives libertarians evangelicals catholics charismatics nondenominatinal spiritfilled tlot tcot hannity teaparty maga trumptrain,0.7731435400664501,NOT,OFF
nigeria naija ja incompetent leader nigerias history atiku blasts buhari championnewsng via,0.7988648044398873,NOT,NOT
nowplaying death cab cutie tourist codes keys,0.4649891983411132,OFF,OFF
emmys well ex crackheads liberals democrats ,0.575624608330636,NOT,NOT
conservatives outraged theyknownothing especially ,0.5471444708512041,NOT,NOT
 girl talented best friend ethan brought us together please notice talent please,0.7363228446018736,NOT,NOT
pm temp dew pt barometer inches rain wind mph hi pm low ,0.7988648044398873,NOT,NOT
conservatives vote vote vote take two friends polls midterms nov nocomplacency,0.7963099505734013,NOT,OFF
diversity works joining new group want part team islam hates every non muslim fail unicorns,0.7902603311803923,NOT,NOT
 set makes realize much taller reach kissss ,0.6674126066430102,NOT,NOT
 want shootings death listen aclu black lives matter antifa want public safety listen police professionals studying years ag jeff sessions,0.5989697331559949,NOT,OFF
 want kick twitterfuck ass,0.5343874147271659,NOT,NOT
menfesswglca dremiest dream come true ever ,0.668978234928897,NOT,OFF
faileddemfeinstein quit decades ago disgrace feinstein blames gop kavanaugh accuser stays mum admits say everything truthful,0.5781124745856898,NOT,NOT
cheeringthechutiyapa woman lol,0.5833238178063682,NOT,NOT
really gop even seen letter yet sham subtle banana pool table cant see difi throws hail mary th hour cry foul elast ford antifa coming burn house dems going hard,0.7138776962189983,NOT,OFF
fascism also liberals antifa according meme,0.7077593070989131,NOT,NOT
ripmacmiller loved,0.6440665839476996,NOT,NOT
creagboy running around mcdonald urgently telling kids future,0.7292130349872235,NOT,NOT
englishpashto though pakhtoon english cute kid pashto da marra khasta bacha dey,0.7359676737813947,NOT,NOT
jpna vasay ahmed butt sohail sahab performance loved movie core st pmjg jpna humayun shaan fahad grace class pakistan cinema safe hands,0.7918687651432255,NOT,OFF
fuck,0.2696955207053814,OFF,NOT
 keep going back well charlottesville realize good people bad people sides antifa caused quite bit violence damage people watching people statues removed,0.6934056773261359,NOT,NOT
cancers rising around world,0.7910598984142125,NOT,OFF
 grown ass woman probably years older currently spreading rumors rather talking nice work got satan,0.6573156100254982,NOT,NOT
someone knows dress rocking shoes well,0.6295077495669604,NOT,NOT
antifa philly keystone united exposed part robert melissa gaus,0.7988648044398873,NOT,OFF
conservatives dont care post propaganda,0.6004675137782596,NOT,OFF
idiots nothing beneath lol fools liberals maga kag,0.7418482496449385,NOT,NOT
 mosadi discern season wise builder team player full fire full holy spirit thanks dr chantal inspiring event thank ,0.7878629260664544,NOT,NOT
impeach maxine waters tide flows ways,0.6418536701928327,NOT,NOT
piperthepup sends love everyone might affected unwelcome hurricaneflorence week looking forward trying least crust gets delaware,0.6679318527224771,NOT,NOT
disarmthem antifa good luck sweethearts,0.6487954282281119,NOT,NOT
agjeffsessions listen aclu antifa black lives matter want chicago shootings ashallnotbeinfringed thank via,0.49412987137187936,OFF,NOT
 democrats give vocal minority become socialists think think shock see confused party official rhetoric odds hey see experience antifa thugs true violence,0.6485380124403425,NOT,OFF
 kindest explanation tone deaf hard feel kind ilk repeatedly,0.6618164001449613,NOT,OFF
amazonpets etta tricky photograph colouring beautiful knows charge first dibs treats shout attention whenever comes house kills wild rabbits hangs hutch ,0.6665462274320146,NOT,NOT
germany happens try intimidate wrong guy maga,0.7205113280280994,NOT,OFF
sugardaddy retweet would like share memes talk dumb shit cuz baby im broke shit love rich,0.6244257871038821,NOT,NOT
sam sam resting adorable,0.6899699879724767,NOT,OFF
geoffreyowens niggas dont really understand levels career pursuits,0.5617901934469431,NOT,NOT
fridaynightfun halloween events starting week course find events looking forward year obviously many ,0.7988648044398873,NOT,OFF
 death metal want death metal tell hateful keebler elf death metal,0.4491489374262668,OFF,NOT
saynotoshiasunnifight day judgment asked whether shia sunni asked deeds,0.7297293667520832,NOT,OFF
kavanaugh disciple anthony kennedy ed liberals w unconstitutional opinions trump con con conservatives ing scotus moving right smart everything get bk idiots tuesdaythoughts,0.7048117687049903,NOT,OFF
america tear wall tcot partisanship trump thewall borderwall liberty civilsociety think conservatives democrats progressives liberals independent libertarians gop dnc criticalthinking,0.7040707850909231,NOT,NOT
 makes times pulled th time posted pull repost eric holder gun control,0.6865286555602452,NOT,NOT
iphone gulp tech reporter josh mcconnell breaks features price points apples new line,0.7164566261738935,NOT,OFF
 dickhead probably yes,0.7192629232471941,NOT,NOT
trump maga elizabethsmart captors early release time mental hospital unfortunately nearly six years getting credit really bringing system much earlier,0.7249229654895539,NOT,NOT
spidermanps everything expected far gameplay fun suits gadgets pretty unique use feels like playin mixture batman arkham uncharted series spidey beats cant wait keep playing thx ,0.6231290214154844,NOT,NOT
conservatives cannot ride one votered voteamericafirst votedemsout americafirst,0.7988648044398873,NOT,NOT
conservatives joinukip voteukip ,0.7988648044398873,NOT,NOT
eeb battle id need backup lvl celeste omega,0.7988648044398873,NOT,NOT
conservatives value gender equality value way think things always quote bible support men dominion women many republicans justifying kavanaugh rape year old normal male behavior,0.5637724545746582,NOT,NOT
 worlds population live cities finding solutions help people move freely sustainably global priority electricscooters key role play climateaction airquality mobility read study,0.7602238885431903,NOT,NOT
 beyond famous lalisa manoban,0.7313865212976645,NOT,NOT
sukhduasamaj theprayinghands saint dr msg insan renamed eunuchs society respectable name e sukhdua samaj connected mainstream society providing equal opportunity education employment status third gender,0.7671833186285453,NOT,NOT
obvious quietly,0.7147419317989858,NOT,OFF
crtikal voice smef ass cheeks,0.4655637530698027,OFF,NOT
jiyoonfact huge fan beyonce wants sing well sang boy predebut,0.7248337124604082,NOT,NOT
investment leadership preparation thx sharing yr infrastructurereportcard guidance maga watch rust away,0.7973812302420173,NOT,NOT
colorado boy arrested cuffed dragged school wait metoo allegations feminist classmates teens feminism parenting kids ccot maga homeschool,0.6590955398024134,NOT,NOT
greatestthingsaboutthes liberals loved,0.6294482530263796,NOT,OFF
cause everyone knows real leader falls van like sack potatoes,0.6612028034552513,NOT,NOT
marketingtips listbuilding going show build private online traffic economy never short prospects sales ,0.7846959372804883,NOT,OFF
boycottnike campaign must continue grow paying overseas staff hour okay staff exploiting poor women men world americans stand,0.6890384055173038,NOT,NOT
conservatives poison everything touch tories conservative labour labourparty libdems ukip snp gop uk america canada europe politics ukpolitics cdnpoli pnpcbc auspol polcan socialchange eupol uspoli,0.7988648044398873,NOT,NOT
preach badcompany dont know shooting star dont know,0.5682057171154391,NOT,NOT
 somewhat know thats like best friends stopped talking gun control issue,0.6107915249518059,NOT,NOT
bb say lets flip gitls alliance jc tyler since thinks mastermind th ultimate blindside three girls final three kaycee win,0.7401403396532771,NOT,NOT
believe fat belly insulin resistant remedy without medicine fasting info ,0.6401589650743806,NOT,NOT
nowplaying march antifa sickboy shake hands clenched fist,0.5618190103334785,NOT,NOT
conservatives dwp secret benefit deaths reviews investigations deaths double two years crimesofdwp via,0.7718120206252312,NOT,NOT
emmyawards let liberals pat back pushing socialism making millions pretending real hard working people tv shows,0.701801649413728,NOT,NOT
duckduckgo f google,0.7495220849752708,NOT,NOT
california pushing new gun control laws legal brief video via,0.7337003351374836,NOT,NOT
icymi reason fascists desperately trying find anti fascists tennessee want see including league south members organizing groups etc share widely,0.6801275131245149,NOT,NOT
art culture bojack horseman recap apology tour episodes bojack horseman taken social issues last season gun control episode stands shining example show always ability via,0.7816024116576897,NOT,NOT
 watch kavanaugh shenanigans unfold dc im reminded one simple truth people dont care us inclusive us dont care conservatives progressives people color otherwise christians women lgbtq none us thread,0.6101331512502333,NOT,NOT
charlottesvile speech trump given tcot cville conservatives charlottesvillekkk liberty gop,0.7679273495311892,NOT,NOT
conservatives left frustrated congress passes big spending bills tcot,0.7988648044398873,NOT,OFF
news jeff sessions want death listen aclu antifa black lives matter cnbc,0.5382439749898542,NOT,NOT
 better ,0.700974875686759,NOT,NOT
happybdaypmmodi one may hate u agree hard working pm india ever witnessed,0.7387099551284495,NOT,NOT
robertpoeti wants explanation auditor general quebec conflicted amf investigation perhaps read follow trail evidence proves conflicted sad corruption nathaliegdrouin pennystocks,0.7462524894856937,NOT,NOT
rimmyantifa calling death bourgeoisie good man,0.5470549700019467,NOT,OFF
david miliband davidmiliband flew away newyork us liberals democrats flee corbynists hatred jews,0.6734083076880022,NOT,OFF
anyway game sucks,0.7191352047065944,NOT,NOT
 take someone silence pride perhaps busy fighting self ali ibn abitalib r ,0.683584699949251,NOT,NOT
nintendo animalcrossing smashbrosultimate little late adorable love isabelle,0.6940746278967391,NOT,NOT
nowplaying kierra kiki sheard ,0.7876993651733069,NOT,OFF
ibelieveblaseyford liar fat ugly libreal snowflake sold get cash dems iran spoke johnkerryiranmeeting,0.5542998987278529,NOT,NOT
charitytuesday join us take disabled women age votetory rtoday,0.7738624101110629,NOT,NOT
maga dems using false allegation kavanaugh sexual assault bargaining chip release classified docs president trump,0.6144428926614168,NOT,NOT
 watching team insight president sure,0.7988648044398873,NOT,NOT
nfl long,0.7988648044398873,NOT,NOT
lidcf believe julieanna godard leader work many digitally driven industries leader established network creatives team influencing promoting businesses many young entrepreneurs well,0.7731271087537369,NOT,NOT
 art kag maga patriot alfa warior lion roaring wh super hero trump vote red viktorius warior ever defeating enemy w liars liberals politicians nwo congress us gov deep unity w djt gutsy gt intel ppl us,0.7649485870645917,NOT,OFF
conservatives represent canadians authoritarian scum cdnpoli onpoli,0.7988648044398873,NOT,OFF
ford attorney says receiving death threats move family safety proof democrats antifa promote circus,0.6370190860186483,NOT,NOT
